SamAccountName,DisplayName,EmployeeID,Department,AccountType,Enabled,WhenCreated,LastLogonDate,PasswordLastSet,PrivilegedGroup,MFAEnrolled
yokafor,"Okafor, Yuki",E101552,Legal & Compliance,User,TRUE,09/26/2018,08/01/2026,08/14/2026,,TRUE
smartin,"Martin, Sarah",E102050,Sales,User,FALSE,03/03/2019,06/07/2026,06/08/2026,,FALSE
lhill,"Hill, Linda",E100786,Customer Service,User,TRUE,12/19/2012,08/09/2026,08/12/2026,,TRUE
wking,"King, William",E104011,Engineering,User,TRUE,04/30/2025,08/09/2026,12/28/2025,,TRUE
mmartin,"Martin, Michelle",E101242,Marketing,User,TRUE,02/11/2016,08/15/2026,08/15/2026,,TRUE
skowalski2,"Kowalski, Stephanie",E103063,Engineering,User,TRUE,02/28/2013,08/21/2026,02/19/2024,,TRUE
enelson,"Nelson, Elena",E102536,Operations,User,TRUE,06/10/2021,07/13/2026,08/10/2026,,TRUE
btorres,"Torres, Brian",E101058,Customer Service,User,TRUE,09/24/2016,07/06/2026,08/12/2026,,TRUE
rrossi,"Rossi, Robert",E101340,Sales,User,TRUE,12/03/2014,07/07/2026,06/15/2026,,TRUE
bking,"King, Betty",E102578,Human Resources,User,TRUE,07/05/2016,09/25/2025,09/01/2025,,TRUE
zwilson,"Wilson, Zara",E101265,Operations,User,TRUE,06/10/2021,05/02/2025,02/11/2025,,TRUE
smoore,"Moore, Steven",E104609,Legal & Compliance,User,TRUE,02/13/2019,07/23/2026,06/02/2026,,TRUE
tthompson,"Thompson, Tomas",E104478,Engineering,User,FALSE,11/09/2013,07/23/2026,06/09/2026,Firewall_Admins,TRUE
mbrown,"Brown, Melissa",E103944,Finance,User,TRUE,10/18/2023,07/19/2026,05/27/2026,SQL_DBA_Admins,TRUE
shared_training,Shared - Training Room PC,,Operations,Shared,TRUE,09/21/2017,08/06/2026,02/01/2018,Domain Admins,FALSE
dhaddad,"Haddad, Donald",E100653,Operations,User,TRUE,05/30/2019,04/26/2025,07/23/2026,,TRUE
nflores,"Flores, Nia",E105336,Customer Service,User,TRUE,07/01/2016,08/24/2026,06/04/2026,,TRUE
mnovak,"Novak, Margaret",E100954,Engineering,User,TRUE,01/09/2024,07/10/2026,11/02/2024,,TRUE
whill,"Hill, William",E102589,Engineering,User,TRUE,07/02/2013,07/07/2026,11/11/2023,,TRUE
amitchell,"Mitchell, Anika",E102816,Legal & Compliance,User,TRUE,11/19/2017,07/12/2026,06/06/2026,,FALSE
kperez2,"Perez, Kimberly",E102192,Legal & Compliance,User,TRUE,05/23/2014,07/29/2026,08/23/2024,,FALSE
drobinson,"Robinson, Donald",E100023,Engineering,User,TRUE,04/29/2022,07/27/2026,06/06/2026,,FALSE
awilliams,"Williams, Anika",E103904,Operations,User,FALSE,03/25/2011,04/12/2024,06/09/2026,,TRUE
otaylor,"Taylor, Omar",E104088,Information Technology,User,TRUE,09/06/2022,08/24/2026,06/04/2026,ERP_Superuser,FALSE
gmitchell,"Mitchell, George",E104112,Sales,User,TRUE,08/06/2021,07/06/2026,04/11/2026,,TRUE
mhall2,"Hall, Maria",E105299,Information Technology,User,FALSE,09/20/2016,11/30/2024,06/11/2026,,TRUE
gnguyen,"Nguyen, George",E101193,Engineering,User,TRUE,11/02/2023,05/15/2026,04/26/2025,,TRUE
